Id,SalePrice
1461,123842.53490337347
1462,164862.15177544038
1463,189058.4504454594
1464,196424.1524543339
1465,185103.85371275796
1466,176147.6563765083
1467,172101.38978420326
1468,166051.45818300004
1469,185999.07448254802
1470,124749.47800370397
1471,203556.16061121397
1472,93372.93622434289
1473,94341.26173477214
1474,148715.96030025693
1475,118149.60413023323
1476,382999.4465340144
1477,258850.05848991318
1478,301023.0706405582
1479,327710.56948685
1480,486374.06157392706
1481,337856.8764393223
1482,207062.977220852
1483,178670.18969638975
1484,166648.6100818697
1485,175327.4567832157
1486,196042.95435360319
1487,337913.17324373056
1488,237981.3168257704
1489,209121.22944030142
1490,231820.1817703941
1491,191199.2527444284
1492,91059.79787074782
1493,192708.53168176784
1494,296444.81744587707
1495,298051.7049029768
1496,250588.56913131484
1497,183531.91905373448
1498,159836.62959704662
1499,156555.68396845454
1500,154601.78958404256
1501,179417.77430370118
1502,148529.01273317676
1503,284499.6120634777
1504,243133.28156421147
1505,227296.23485830007
1506,186778.03708389582
1507,266894.5571062638
1508,199475.90003064208
1509,163042.18026328387
1510,148943.8548839468
1511,145425.13830722732
1512,175755.299935833
1513,134906.2372467364
1514,147670.181935364
1515,199097.49474668788
1516,147470.98644854408
1517,162069.43744568873
1518,132572.53167795026
1519,235235.8820119478
1520,137567.23482483657
1521,139818.7996637603
1522,174007.0436424953
1523,110666.00680954392
1524,120318.30005734108
1525,123794.55987693132
1526,117882.82279550198
1527,107410.87814049187
1528,129189.06688427925
1529,151592.81597695604
1530,170865.9288529182
1531,110861.51552976434
1532,95621.17898772217
1533,142394.02591770538
1534,119278.55571038411
1535,148466.54297609924
1536,110337.72904114718
1537,66392.52835790762
1538,158146.29355110938
1539,191074.75644437585
1540,92852.45477593964
1541,141870.71699885538
1542,140490.56243553347
1543,212450.5187315286
1544,80114.46022975606
1545,104248.82181598147
1546,126423.07436392493
1547,136771.74584959418
1548,134231.50449326346
1549,112978.5886562442
1550,138555.19594546637
1551,112926.70585653314
1552,137793.67920885715
1553,143804.76138971077
1554,117968.50815516172
1555,169774.6352695864
1556,82426.63752828063
1557,96682.93293154088
1558,93962.71536036917
1559,81727.61783479953
1560,129366.21567609967
1561,133296.2548888636
1562,125393.50057295951
1563,121148.353793906
1564,154797.79213491335
1565,146238.15893745303
1566,251609.42717609848
1567,76427.7936311509
1568,237773.30989353269
1569,136014.9889556104
1570,136932.5416733978
1571,119477.70106831794
1572,145654.5468353618
1573,249360.89132169285
1574,110756.47134692165
1575,224867.76773159712
1576,235109.35926223957
1577,199009.72847302642
1578,139541.33093170729
1579,143740.49687530744
1580,192132.54346389894
1581,149472.56794441928
1582,126966.1034071391
1583,332007.0850324221
1584,231347.50461601396
1585,140531.24801902546
1586,67817.28252532397
1587,97620.97289028484
1588,154681.82167830708
1589,95215.95742640253
1590,129425.22318757701
1591,95146.32717124629
1592,117168.87277425357
1593,126019.17029817149
1594,116532.7158444656
1595,108944.61819756571
1596,242086.6368799516
1597,193064.7223550378
1598,201895.9774223599
1599,175678.0960899295
1600,173896.22195996167
1601,63902.24066853529
1602,111956.19779302245
1603,78611.77151159101
1604,291533.0226587824
1605,248447.0880737262
1606,170022.78783017927
1607,167151.19237415542
1608,216747.75109131445
1609,193383.6702150174
1610,157929.83422087925
1611,143660.56878362174
1612,170754.37983955973
1613,167804.0391009422
1614,122454.06169159187
1615,82460.09220166068
1616,72148.63497876795
1617,84834.94165750532
1618,121004.18743326688
1619,139255.5100081443
1620,161253.7853504267
1621,139006.74627838147
1622,141688.55436835228
1623,281299.68204199435
1624,226069.05130576328
1625,120135.19756169178
1626,164820.9679120488
1627,192013.28388510953
1628,280645.1219211281
1629,180843.8173542192
1630,336619.88179175963
1631,205801.52323531453
1632,235270.61958146983
1633,171225.3969542025
1634,187400.8827636367
1635,182665.44845189818
1636,156244.26453692152
1637,193316.74008205376
1638,197875.80503660635
1639,183071.66022051452
1640,260582.14399298982
1641,181312.903061231
1642,237771.23675903454
1643,229633.29336436262
1644,234023.73959985893
1645,194181.1418293402
1646,160601.15794415952
1647,155941.715774801
1648,131471.0614430164
1649,139476.01574863645
1650,116610.14443214417
1651,119535.72905292334
1652,93304.87498885725
1653,96010.49662118038
1654,149664.79349604566
1655,144618.20921499399
1656,143693.58768438164
1657,150007.44050530862
1658,144764.14825385754
1659,125729.34874276968
1660,157118.8649195832
1661,467153.30074942
1662,396844.79027954675
1663,404025.430845016
1664,450913.45017715945
1665,314850.1716749943
1666,348918.7764481484
1667,395333.56312622875
1668,345335.58135198674
1669,307035.1576583818
1670,357851.5300647718
1671,265304.87787246116
1672,411866.89465029235
1673,311530.7126415664
1674,246868.51221866437
1675,189705.18242512213
1676,200607.5818005192
1677,221573.59602923103
1678,446323.78490502876
1679,418196.6462125416
1680,361034.9235111508
1681,250846.32982909385
1682,334546.4389213579
1683,177649.22661752714
1684,170755.81398134818
1685,172715.10073234735
1686,165002.58656276058
1687,162471.3942893125
1688,192959.3825060469
1689,195246.84274759487
1690,194053.58481302782
1691,181333.1452378939
1692,276777.9669264039
1693,165932.82128598195
1694,184473.92835926492
1695,165814.93887779742
1696,288812.2000491666
1697,168912.37638772288
1698,375029.36805166013
1699,317161.28754041635
1700,261943.80317465783
1701,277992.94824279886
1702,259067.1323043487
1703,267036.3677644557
1704,297657.57862658764
1705,234973.45510213444
1706,406922.2175229595
1707,234929.5891066481
1708,211867.67474855343
1709,264068.25168347266
1710,226637.00068575243
1711,269568.8229451746
1712,286295.44794587645
1713,278594.41477832367
1714,226014.5177856756
1715,209979.6037723874
1716,181335.41120658553
1717,170352.97636787695
1718,132460.2344121687
1719,201733.8951200289
1720,244239.78684513003
1721,168063.24635490266
1722,122954.14402269515
1723,157339.7532626546
1724,215146.1476854335
1725,239983.4199252599
1726,187601.30530841812
1727,157678.512666692
1728,177335.6693822824
1729,166277.65363257786
1730,157576.95596672807
1731,119350.39410718667
1732,132478.15624899004
1733,117244.21120802558
1734,113749.01877299459
1735,131301.7065262133
1736,119674.44983777261
1737,311691.30896953295
1738,229575.0644772561
1739,259251.14068098617
1740,236157.1842567858
1741,199331.4897269124
1742,173528.92206289188
1743,177101.27721179603
1744,323013.95470459206
1745,213404.7040813438
1746,186191.65736095872
1747,226558.32604998047
1748,226332.54167862594
1749,154020.72333687634
1750,131883.34984011448
1751,237438.8274626042
1752,118176.71792962258
1753,144540.83582265914
1754,195187.75416148
1755,170474.5021185724
1756,128147.55468439314
1757,121121.06564951215
1758,143054.1174867851
1759,164196.97740199196
1760,164818.66585352307
1761,139068.63918859293
1762,174157.44966242672
1763,176575.58815337362
1764,118898.54752459207
1765,145606.35871066432
1766,180596.99731494745
1767,214702.52070477427
1768,145524.74943352496
1769,169843.66941931177
1770,149042.90186614558
1771,127101.24427952836
1772,134110.2094379013
1773,127415.42949721041
1774,133136.20501547545
1775,139950.35675755783
1776,125503.53441056327
1777,115395.55403675907
1778,140701.0415079472
1779,115619.10691265854
1780,176295.44445051835
1781,128012.0882877512
1782,92529.00307350772
1783,142258.34782575894
1784,107186.6316712793
1785,124120.39718390277
1786,147174.9214284676
1787,165162.5371282628
1788,58195.63951714884
1789,97912.50433125041
1790,81415.20396773526
1791,184665.5982286729
1792,158498.78759083804
1793,129319.60095807292
1794,148461.25676109415
1795,136171.6871976091
1796,126912.46723433283
1797,112402.72958634226
1798,129250.91154127823
1799,111348.65260436594
1800,127341.14862760251
1801,124917.99943269843
1802,129778.14034016168
1803,148175.81113172983
1804,143733.7798267533
1805,136491.1318075351
1806,117150.50300707328
1807,124259.93696976456
1808,120510.46008551029
1809,120187.2679501476
1810,148531.36829658406
1811,92107.10160828519
1812,93688.72578848945
1813,122661.93359769178
1814,97543.33020870521
1815,55177.159446867685
1816,100843.18712149755
1817,116308.83314492939
1818,142422.47085007903
1819,120879.88680819537
1820,64834.66546929908
1821,109808.50080583266
1822,151536.58239205353
1823,46973.656463682404
1824,126063.69292844158
1825,136852.73380701363
1826,105571.59264609024
1827,104901.6604912151
1828,132979.82158326864
1829,111183.15927762115
1830,140927.38863497134
1831,148889.70034204528
1832,93244.88905630802
1833,137578.37538072836
1834,124629.60920570309
1835,120838.45882285741
1836,126381.65001407971
1837,90195.1321917593
1838,127428.67727696995
1839,90515.91858545742
1840,166635.48726093303
1841,136533.5667076696
1842,79630.31706732018
1843,134923.2216575511
1844,139028.80298849446
1845,141734.06006511766
1846,154896.0699664666
1847,165209.20830147184
1848,56913.28269525351
1849,108674.02265343728
1850,118314.26808301912
1851,155256.81392901565
1852,122450.01515915943
1853,138691.22179025042
1854,169904.63514390646
1855,155090.21003754827
1856,221553.2597634882
1857,162923.64654320283
1858,137081.0070703766
1859,118716.56683291745
1860,150255.5860845085
1861,118342.6265899404
1862,292596.66712346335
1863,280342.88106538577
1864,280434.6897376204
1865,332584.27608472883
1866,345937.64941733354
1867,231763.44845191814
1868,320423.83187590144
1869,208870.39078159828
1870,232279.94743141462
1871,261916.11034213117
1872,170345.96362739117
1873,241211.1167054728
1874,140301.36455872474
1875,207756.64165810606
1876,197702.73848038015
1877,215204.7757980109
1878,201403.41842082088
1879,133196.7432027664
1880,133184.87388150103
1881,246726.01248820935
1882,256271.5744043138
1883,193015.88899209822
1884,205216.8867270688
1885,259444.23661659725
1886,311427.74033539154
1887,209890.676149347
1888,274492.1872242735
1889,159592.6278048578
1890,123911.07965504624
1891,138694.54400706623
1892,99098.12770999399
1893,128400.83460360228
1894,123734.43007812789
1895,143476.45755102072
1896,124306.96686700537
1897,116403.05903499646
1898,109126.47413933164
1899,159657.36865544284
1900,142267.699489337
1901,169401.5498815303
1902,144162.30036949614
1903,216190.60602700873
1904,142078.85092050908
1905,194938.1181988155
1906,148657.81406887993
1907,196429.74156044048
1908,111653.30658848351
1909,133814.2331074055
1910,121626.95328357276
1911,208188.22335606843
1912,324397.93491982337
1913,142261.32273207576
1914,55557.4251571731
1915,347816.99500383495
1916,61698.588904544486
1917,266325.1166808805
1918,139142.6300261093
1919,172580.03943076613
1920,145941.6446875617
1921,404591.6997319889
1922,329560.47192799277
1923,211800.74715146766
1924,242553.91532149765
1925,201726.87057752523
1926,412027.4701184852
1927,136123.14463946808
1928,158612.6632944519
1929,120568.19569936857
1930,132923.64495704503
1931,146299.52603420947
1932,139130.19996893444
1933,186454.99466297065
1934,180693.74445119256
1935,174665.95812676905
1936,192805.4598913764
1937,184427.18642839935
1938,175968.8012161173
1939,243599.04754591605
1940,183392.3463132627
1941,171553.6514460027
1942,186929.4375824182
1943,207370.4016006217
1944,382545.4032170414
1945,402381.9263527336
1946,144509.13897183407
1947,311880.9968500815
1948,159358.70241934684
1949,255647.47826933235
1950,182730.1089110362
1951,257114.58772770312
1952,211627.1286832055
1953,169843.67377871182
1954,193797.0834612879
1955,136592.86380690898
1956,283357.59600494726
1957,152194.65772564244
1958,335149.91852385056
1959,141224.00201278177
1960,114077.4465633985
1961,119739.44817698079
1962,93791.26652264743
1963,100828.35873483313
1964,107219.26134626991
1965,144728.55240858975
1966,137686.49418469088
1967,302706.0069133694
1968,412363.04760874517
1969,418770.3653806486
1970,461821.0552253136
1971,455791.77041899686
1972,386699.83573283936
1973,264294.94878940453
1974,352363.94252638204
1975,432524.6722041188
1976,284893.5444997336
1977,386847.15897024295
1978,402456.88944518554
1979,341608.18008682906
1980,196964.4174140758
1981,355745.8660736795
1982,229744.64807266658
1983,210924.0282999674
1984,164691.79674866688
1985,227383.03106568547
1986,215406.73414566595
1987,180227.74582075872
1988,179092.2887277315
1989,191650.40126724454
1990,220442.1462771597
1991,229314.75430202
1992,217997.79403658817
1993,168559.9779985657
1994,232473.6879998263
1995,184797.34448711056
1996,257921.67123734456
1997,317182.2734956411
1998,344313.4930118201
1999,275415.34277953574
2000,314522.0326488906
2001,275619.53636923374
2002,252425.75999969104
2003,268583.8470515024
2004,278022.7513771016
2005,216364.42372066644
2006,229230.2424623378
2007,253899.4091284518
2008,219938.62885740952
2009,193105.35194411158
2010,191079.04314839543
2011,134782.56683062183
2012,176586.89074049483
2013,183837.0433338809
2014,185191.59981129182
2015,201995.43638158118
2016,196931.4082144186
2017,199733.34209451173
2018,123455.71691085321
2019,131273.90773409835
2020,107065.42035944894
2021,108866.68045195783
2022,179467.9137059438
2023,136183.75740858418
2024,239686.53773981935
2025,338964.9133654736
2026,175393.0578113473
2027,154088.68247799226
2028,148720.89798008674
2029,170304.5130022923
2030,273009.35471208405
2031,230191.47116719233
2032,248393.01213578903
2033,255881.51586042892
2034,161120.2543818479
2035,224685.69732838328
2036,187048.35406857845
2037,188645.40913965687
2038,265041.2602376156
2039,225292.8856089447
2040,244536.11601283602
2041,287867.30101885844
2042,205005.31957057273
2043,171029.01861631748
2044,151029.041742236
2045,214709.45580784074
2046,136879.77300046338
2047,148038.98582345177
2048,138520.36318646272
2049,135435.38811007427
2050,180242.44615982083
2051,108447.30619438275
2052,127389.40163205624
2053,147415.6928668346
2054,79001.26320128536
2055,156775.91567999637
2056,141105.54457646946
2057,119315.07938453948
2058,226376.2769244389
2059,135920.81640241243
2060,174506.8242239709
2061,172240.76839089062
2062,131874.4122472142
2063,116858.34001002891
2064,143186.2500541904
2065,120089.21761565708
2066,166482.0256545954
2067,115937.2099892509
2068,136373.73224990023
2069,81056.57144366916
2070,107130.74418859821
2071,94689.80335278221
2072,129614.29516978169
2073,140157.13896664476
2074,185361.1408681561
2075,153245.1966345181
2076,120768.77013435433
2077,152014.7196496444
2078,128900.72759020733
2079,128675.55123774741
2080,120028.5995391446
2081,124223.32983234675
2082,125244.27351200793
2083,142952.94746555452
2084,111015.45441090614
2085,123703.12787156786
2086,110719.6117537776
2087,118915.41633811529
2088,98425.81136811494
2089,82129.9034224319
2090,128288.60766128237
2091,117536.74697657205
2092,127927.74129360753
2093,112630.49166087402
2094,109912.09171110531
2095,142409.22277704976
2096,78250.41278747839
2097,94117.69923182332
2098,141831.73220273835
2099,53681.63078217236
2100,83271.60528416769
2101,116509.54610070681
2102,123764.93845108474
2103,102313.01990036039
2104,130478.14703407485
2105,125053.75688637984
2106,66645.30724450212
2107,205179.85797728045
2108,111628.92678560379
2109,108361.31608771464
2110,130172.4678046432
2111,139887.39771512797
2112,141161.60486918027
2113,121011.75238401306
2114,113731.64156425413
2115,158240.74175667664
2116,118255.32474627753
2117,150918.91209748294
2118,122035.98647843
2119,110764.24092546421
