SalePrice,id
120680.58765557196,1461
152988.8460526081,1462
182169.74671346293,1463
195201.7681518033,1464
197493.82759816354,1465
171669.27094806865,1466
177609.57389516165,1467
160828.4511665157,1468
196095.93224156817,1469
120099.94845958265,1470
189307.2211745996,1471
97707.50507949304,1472
96561.38589585747,1473
146173.98006046098,1474
113738.78008813779,1475
362000.0973180317,1476
251525.23048601125,1477
292601.393361127,1478
299076.78527486924,1479
473996.0966476357,1480
325035.87920688407,1481
210186.25397120704,1482
177147.8545641338,1483
162647.33501824725,1484
191817.27358721214,1485
192662.8107720517,1486
342241.55786730326,1487
238788.8665048092,1488
194392.874685026,1489
231804.41502719768,1490
195395.1208133382,1491
93293.02301144661,1492
190803.70750262705,1493
301524.5116671086,1494
292122.1278510048,1495
233614.95907189097,1496
178663.3392507673,1497
167550.2520017185,1498
163186.88145858224,1499
153593.3643181182,1500
174379.98645888024,1501
145573.93327896355,1502
290379.9705488129,1503
242488.7700489076,1504
225634.29724640065,1505
188920.9464970833,1506
248236.7426976754,1507
202627.38115072343,1508
163506.30617920432,1509
143021.5575696226,1510
149491.6807604502,1511
175017.91340462072,1512
147618.3309200579,1513
157832.60614102505,1514
196517.92326618705,1515
156104.77031840367,1516
168843.08924910863,1517
132382.85480488185,1518
209049.09258557763,1519
127998.00639323407,1520
130241.667185322,1521
177900.46172514657,1522
109535.77685405432,1523
125872.45664556243,1524
119813.15622125125,1525
113876.13295600853,1526
108010.92276181838,1527
137031.1334694734,1528
149983.94631406717,1529
183946.81740199364,1530
106467.80978391354,1531
99374.91050694005,1532
143361.607385214,1533
127413.44877508566,1534
147583.24572974895,1535
106936.41352436689,1536
64406.925830409025,1537
149245.68255313323,1538
193118.6634065279,1539
94451.32298775732,1540
139542.11336256826,1541
140122.95708257894,1542
191045.47797649767,1543
85629.76829810024,1544
115731.15641402431,1545
135014.5535712206,1546
128215.33780933937,1547
138497.28504571132,1548
120119.20378061583,1549
134640.69691104608,1550
110214.18108443881,1551
134867.088527683,1552
147888.93872277427,1553
117214.38955106573,1554
161222.7317181681,1555
86430.99344621453,1556
105455.95431458212,1557
97595.29669267886,1558
63751.27858411224,1559
133645.63154878118,1560
128832.42849621779,1561
131162.22814691573,1562
118693.68108794183,1563
156426.00126710546,1564
151130.98265651325,1565
239198.9091754353,1566
76239.8319962378,1567
230930.54435710367,1568
126681.05455804712,1569
139516.10808173555,1570
123365.88428759786,1571
141751.33570101284,1572
236072.09159509986,1573
116467.44648034728,1574
227041.8418117508,1575
238364.17825813708,1576
182389.97763480735,1577
147989.64615452982,1578
143991.26718620298,1579
197735.0410088848,1580
152309.02377007206,1581
126005.87276569848,1582
296969.29043647216,1583
215935.34880474285,1584
136449.83848221187,1585
67458.47489483785,1586
104911.27349317163,1587
149763.7181309836,1588
96468.13334228158,1589
133584.1106929555,1590
91075.17658224417,1591
115484.56321084009,1592
127618.87511450163,1593
123130.98407786174,1594
107341.05580117392,1595
224110.2716881873,1596
193713.5411020076,1597
228606.17113173148,1598
173103.02839937634,1599
162355.15608478698,1600
68782.82663542216,1601
117336.67412839149,1602
69796.28878502682,1603
261112.64858539263,1604
244758.30495484552,1605
167644.6082648376,1606
176767.05330326653,1607
214736.4402416668,1608
186148.53953787347,1609
151357.82198786718,1610
139051.63517910347,1611
171970.26426082104,1612
162656.20212398987,1613
128644.06592109952,1614
93292.47111123215,1615
77471.53418906147,1616
95074.34214301314,1617
125881.5756898747,1618
140092.059548815,1619
155351.40378800384,1620
139309.21999096184,1621
141542.945583875,1622
265023.3864641579,1623
210320.0435444488,1624
120616.75193758814,1625
170567.81604449253,1626
190792.69057037056,1627
279539.4500711645,1628
184590.55392157088,1629
345766.75055723067,1630
229322.52238500363,1631
246006.24999405572,1632
174578.81665860087,1633
185217.06735097338,1634
177396.8990497358,1635
153034.72260108351,1636
199994.9716974596,1637
181877.42685934223,1638
191147.94373919273,1639
252483.30642649418,1640
187507.77856580043,1641
238137.2861722293,1642
217007.378545854,1643
232698.76615811614,1644
197194.68171987837,1645
159840.2724483824,1646
163869.91180290742,1647
129129.37073150532,1648
139121.5158052326,1649
113916.8475040045,1650
120257.70507068576,1651
98334.9683164137,1652
100330.08383392781,1653
145919.6846579595,1654
138599.33534086338,1655
140312.29963387054,1656
147613.7114126404,1657
142639.58629827754,1658
120286.53102972214,1659
156069.23935717164,1660
425261.05797983654,1661
412230.26979513286,1662
379774.71878108755,1663
417145.63587042753,1664
304131.95212014543,1665
332125.28462996567,1666
375052.8796468235,1667
345095.93242072617,1668
312227.06070681824,1669
356805.44038067485,1670
257825.17615450616,1671
421931.23973510007,1672
289027.61768618197,1673
240542.3618712203,1674
190425.8394742073,1675
190565.65509084464,1676
217354.58518420873,1677
439634.0013553601,1678
384152.08496708144,1679
328638.3639271657,1680
250428.78330484932,1681
320002.3025025021,1682
180041.4402438645,1683
177262.3073799902,1684
175050.02544480574,1685
167637.08203235728,1686
173494.3363848219,1687
188635.42519081855,1688
195327.89089120433,1689
199364.9026895568,1690
186835.8221534909,1691
271807.3378593123,1692
171335.9291887115,1693
185041.25818276155,1694
171023.70469297215,1695
272861.1335046245,1696
175230.3823087911,1697
357859.953987419,1698
310267.08733080875,1699
252117.05932984856,1700
275725.6799407595,1701
239523.35292411706,1702
243040.5473819204,1703
275648.9483459766,1704
240206.04030245225,1705
352404.24371873087,1706
212952.406770355,1707
200382.7209903059,1708
269882.81128058035,1709
218183.4526557784,1710
271006.1746902551,1711
257476.6693238705,1712
276010.64796334517,1713
221489.54656494892,1714
208408.5941058822,1715
184994.99148278782,1716
179283.77825407404,1717
136763.97186824953,1718
209407.79367983894,1719
243353.49991618082,1720
166162.14187512104,1721
126893.97907940632,1722
156058.56794143486,1723
204129.80285876326,1724
235773.73763980245,1725
183359.1632668656,1726
149672.62313361443,1727
176489.97019502503,1728
165654.96674380742,1729
160844.841846803,1730
121191.45625448931,1731
125759.65064730696,1732
114729.05494940531,1733
121295.99854990513,1734
126105.55659852744,1735
109280.64241902056,1736
301827.0551918318,1737
245052.6202319661,1738
245791.96649547172,1739
205927.99299689132,1740
185848.96909797762,1741
171617.488918234,1742
179628.30619881547,1743
307208.4953783298,1744
215990.26121206643,1745
185956.16612734197,1746
216765.81574053864,1747
220162.01341438323,1748
144704.76185895613,1749
126762.59881523439,1750
252213.42737158175,1751
117155.69488327825,1752
148837.05330950546,1753
199317.24344941555,1754
163550.7404296681,1755
124918.4727276248,1756
121076.8532368457,1757
145584.4208027175,1758
162361.84700226109,1759
166162.87601114612,1760
144942.1270396325,1761
176598.79802053358,1762
186448.15254632483,1763
114446.06793707577,1764
163058.5348780653,1765
188691.3338476277,1766
219262.0299641686,1767
140707.93479290884,1768
176542.96232600906,1769
151907.6644695576,1770
125638.05221799194,1771
129754.51595583273,1772
126522.66740548355,1773
141260.04975287136,1774
141607.0029788072,1775
129219.86844340761,1776
108828.94270926795,1777
138897.69109799952,1778
117970.40583812493,1779
180984.80025640217,1780
126158.77719486626,1781
87122.17021853023,1782
141469.58277280838,1783
106206.24928854147,1784
124376.74735674684,1785
144189.43891499622,1786
166682.75317805726,1787
59788.568373926864,1788
100836.8721988043,1789
78155.0155104842,1790
180283.24112369568,1791
157964.56793698462,1792
129378.7607630266,1793
153310.83815173554,1794
133984.67023799804,1795
131085.7382376434,1796
115344.23675483486,1797
122106.47008593573,1798
109677.59939247207,1799
132989.80384576673,1800
124206.84834830227,1801
145235.2626585021,1802
148679.4816223082,1803
135864.96045228266,1804
138456.7134122738,1805
124000.82555408705,1806
139402.74127768958,1807
127353.13307754401,1808
122473.71320603113,1809
139059.50234134303,1810
94302.17176366775,1811
96205.36764272813,1812
122515.75365103075,1813
94385.28904614122,1814
53463.61332116867,1815
97578.83475728467,1816
103374.69206981649,1817
141674.6163773484,1818
127167.17213420662,1819
50115.81801028734,1820
116128.71614406553,1821
151950.69007230038,1822
42899.26604885599,1823
129792.46262246036,1824
138060.0543068762,1825
103612.10943392322,1826
103322.88450103241,1827
135937.71831204733,1828
124599.6887888202,1829
136724.07476519526,1830
150076.0662252976,1831
75864.66975974839,1832
142577.24817637628,1833
118787.03919842048,1834
120531.96185126789,1835
123114.4546386333,1836
86675.94060110484,1837
124315.0370904912,1838
95885.42584987631,1839
141401.11730749125,1840
136294.7267952392,1841
86888.52509366619,1842
129149.35123782487,1843
144106.21358877793,1844
142870.2970295953,1845
156446.65691455244,1846
166196.15785395371,1847
52648.62006303915,1848
111233.30457572396,1849
116836.28138514164,1850
151174.04557577014,1851
125884.64199577729,1852
121039.0344529534,1853
165022.7912197499,1854
148792.64749579824,1855
223751.778624229,1856
139276.4119320446,1857
134088.6282688554,1858
120840.77725028503,1859
144621.2458722716,1860
120326.03898204735,1861
331747.95200527494,1862
313021.96640794387,1863
313092.26296069217,1864
346433.9630429814,1865
331808.3407471517,1866
230222.56973853218,1867
288866.85822183953,1868
202103.5250589407,1869
227636.21138986514,1870
259422.5844268182,1871
173724.91569465445,1872
234168.91369955143,1873
153644.87696706894,1874
199644.9574188633,1875
198481.186959045,1876
209523.38351315958,1877
203407.2277072119,1878
127932.47357196239,1879
132458.44334567292,1880
242730.38888892267,1881
243109.85123954818,1882
186541.66024306562,1883
202638.8332567193,1884
245535.7789537888,1885
294286.3680529875,1886
213205.9112031134,1887
272914.3997372382,1888
165992.84568334586,1889
114202.48852676344,1890
136409.96694035764,1891
97479.3892705046,1892
123879.26117156068,1893
122869.42523467955,1894
133846.03266304656,1895
126916.59307417604,1896
115890.55966133944,1897
110227.40796840945,1898
162871.112831255,1899
156098.39918303938,1900
170505.85382308136,1901
152815.01741958247,1902
221247.75163777015,1903
145366.99208617106,1904
199558.32849525372,1905
160302.56264380846,1906
208975.9096982473,1907
110717.61601136817,1908
132038.08214595352,1909
119380.62581705143,1910
221596.05729126668,1911
334772.8395510076,1912
141992.64911303535,1913
54710.78880314039,1914
296467.4659428532,1915
65395.673021760595,1916
253151.06855296338,1917
141623.60820473614,1918
176485.26443938157,1919
155670.6430626279,1920
384500.88436512474,1921
323968.60503079684,1922
230775.6452112597,1923
217835.67561972683,1924
196796.8423021951,1925
369070.7486695227,1926
134013.1954914967,1927
160093.49615011556,1928
124489.5981807238,1929
135002.6202448407,1930
142848.46689574025,1931
141598.53668791286,1932
184228.4889537387,1933
183426.6049271259,1934
170887.26871035673,1935
195060.5833393928,1936
185719.15123478306,1937
170122.49819949162,1938
243425.4206601284,1939
191941.66066305133,1940
168957.85192854368,1941
185753.85367739553,1942
213917.80360562901,1943
370265.0639193631,1944
394766.6844548334,1945
131607.5075497806,1946
274701.5350353949,1947
169585.96537785302,1948
247048.1971493336,1949
190408.10749282961,1950
243205.23256111355,1951
207003.87003494875,1952
166310.53037622228,1953
183321.12701923668,1954
136989.17840387882,1955
298381.8188143327,1956
151402.66382460573,1957
301819.8110118061,1958
143818.27740788856,1959
115305.83517061663,1960
120164.69720333704,1961
98794.1753074704,1962
106414.94405109144,1963
107117.2771974673,1964
140864.48471625365,1965
139550.1809882174,1966
290854.1325553026,1967
418645.62889120635,1968
388025.955810219,1969
416770.1753330075,1970
466443.4940791454,1971
380766.6826094151,1972
264723.95268679666,1973
336470.09621965035,1974
261378.52296298995,1975
274526.9197659132,1976
352409.548258473,1977
349368.904586004,1978
327379.6001335479,1979
203433.91872228362,1980
341636.7061880965,1981
220121.84311895398,1982
206300.4789840874,1983
170111.91472671408,1984
224931.2335859581,1985
209271.0744255027,1986
183654.6805693853,1987
174167.68770804824,1988
191397.62217178658,1989
207438.514012212,1990
229080.70592880936,1991
214706.80483964022,1992
168133.8546458725,1993
231130.17987914424,1994
185568.54970103188,1995
249375.2713804047,1996
316588.4218389139,1997
315474.67915535625,1998
281216.6017341613,1999
317689.2544900165,2000
272006.3312754677,2001
242465.76290094922,2002
257579.54706602418,2003
278490.3434582463,2004
228776.81993931244,2005
222542.31696236532,2006
250347.1978706682,2007
213800.99806571647,2008
195565.57548103822,2009
197857.382885561,2010
144574.0657793046,2011
176163.7919113776,2012
177987.47452842392,2013
182798.7182219114,2014
208342.67025530443,2015
190404.0174432006,2016
193496.61183571926,2017
118341.75474582138,2018
133432.32051370468,2019
104976.50741903669,2020
103291.73848158034,2021
182397.65037832825,2022
141978.79057808092,2023
273108.88137373375,2024
353414.218950739,2025
174413.5417755369,2026
158656.7929070054,2027
154997.4219561395,2028
169037.0925079797,2029
267086.7775605647,2030
232838.35499432386,2031
254290.8861440501,2032
256440.06958403657,2033
173636.89307022927,2034
221475.63472513884,2035
203605.34927321642,2036
209601.70576362565,2037
322477.2768770489,2038
232896.84490078548,2039
263912.60946925567,2040
298138.50364574743,2041
206857.0173162843,2042
174808.48540138686,2043
175274.47910151354,2044
214105.83631825369,2045
147652.7050232126,2046
145804.69346465744,2047
141909.55320912995,2048
143631.32982486713,2049
180350.81773379137,2050
105466.9196525306,2051
124230.44590710725,2052
149049.21430889424,2053
87474.66536930049,2054
157337.63909706566,2055
148633.402489677,2056
113090.85239590498,2057
214500.60012115576,2058
133505.28892128574,2059
174176.7855355308,2060
176536.38449156162,2061
129402.00847737439,2062
116569.52157293697,2063
138030.66665449768,2064
120198.84451733627,2065
164345.57113314682,2066
113744.8432863626,2067
149333.95827021997,2068
88196.33601704951,2069
117387.93747478156,2070
93956.2698829477,2071
135741.41053871743,2072
132838.43935565575,2073
186697.9724941073,2074
151967.14211121757,2075
120236.5033755209,2076
152505.37405113922,2077
125993.24055469033,2078
134456.4064262543,2079
117315.7637121005,2080
128222.4729044047,2081
124578.03114370337,2082
147970.4122045897,2083
108542.40214624081,2084
114803.8639227204,2085
119290.41455524445,2086
124516.24294502001,2087
97158.24372427093,2088
76220.8725929627,2089
124480.8741306987,2090
108131.23862378445,2091
120047.53856963027,2092
116340.56816964921,2093
113201.4689515226,2094
149058.95279982552,2095
83934.24357881368,2096
96713.28810446628,2097
145873.27022304214,2098
51989.29600018066,2099
78263.25835522142,2100
115243.16195624773,2101
130144.79509044021,2102
106278.39561886714,2103
142125.0291799605,2104
127819.28295857408,2105
65288.5266057197,2106
188473.89746274013,2107
117135.39258557935,2108
111141.52729567063,2109
128306.50104632444,2110
137711.77055053,2111
137242.0738034664,2112
120557.45442091675,2113
121533.31926126833,2114
162552.2258413966,2115
118226.17325215988,2116
152137.87432672112,2117
127491.06377509893,2118
110145.24902684527,2119
113491.15251574668,2120
98664.73253106317,2121
113429.4040900974,2122
83443.23038010084,2123
159697.3699345091,2124
127485.36377136901,2125
147652.61326438613,2126
162699.21091490262,2127
124814.79730731797,2128
94894.2737317105,2129
136449.6583186636,2130
143753.64816762973,2131
113069.39103590112,2132
123152.9756432114,2133
122411.41691151448,2134
97990.33285342419,2135
78791.93173168905,2136
107644.77684860153,2137
132677.73888022685,2138
152472.75552578206,2139
139957.53286898136,2140
165131.24400209278,2141
125471.1885665849,2142
146793.4410802775,2143
123138.12480963484,2144
138062.80928827898,2145
172461.21657653817,2146
143781.9654180331,2147
134628.56607174242,2148
149257.9927804463,2149
236137.98886587942,2150
114920.36927041046,2151
170008.41369642847,2152
160499.51534718735,2153
102343.40054240724,2154
140474.68872969638,2155
266879.3405473328,2156
227235.3728938486,2157
235373.8984224599,2158
213266.7066599406,2159
181850.04557463585,2160
237071.51313645087,2161
372260.5120195585,2162
335193.24291363964,2163
256139.90929999924,2164
200960.92005595175,2165
158917.11272718848,2166
220753.9901051347,2167
192688.35966974148,2168
197260.117667248,2169
217800.15562329817,2170
159504.61204857577,2171
133949.5760870821,2172
172733.03903283406,2173
222559.85546897686,2174
299322.373043622,2175
312574.61234395526,2176
235191.86022066558,2177
213290.72789819606,2178
136645.9960835865,2179
216531.95687083594,2180
191912.75423662996,2181
223483.04950757028,2182
190347.8726238068,2183
120016.2504106113,2184
126963.30541939399,2185
145462.60626008315,2186
151857.69934704015,2187
155128.77813415814,2188
263547.46699761215,2189
80100.54770763553,2190
81924.54556004412,2191
87723.2601589509,2192
109131.91834198,2193
99208.3367000464,2194
101903.71997321007,2195
101733.22553024175,2196
115882.50254723294,2197
161230.61067891074,2198
180971.68990866363,2199
151576.00802679278,2200
148070.93029341463,2201
215855.74112938813,2202
137127.7271317059,2203
177993.67741197802,2204
118787.91590181146,2205
141285.28980318573,2206
222711.2042898948,2207
270453.21347479406,2208
241301.46719219608,2209
121332.1273108948,2210
120544.1050532233,2211
120533.74303057653,2212
103687.07219572182,2213
134685.75186792418,2214
102227.86145803747,2215
148134.96493547567,2216
66762.41830364842,2217
68114.11500002511,2218
67001.0105190001,2219
57359.46145798997,2220
297191.4938327858,2221
272585.57558055833,2222
286353.3581440981,2223
208661.40978018823,2224
119566.80701534252,2225
181895.53426414193,2226
196640.6860920264,2227
266288.3166234996,2228
251849.10173941046,2229
153195.2677677013,2230
209220.23033384414,2231
178081.29183817463,2232
177474.4722259379,2233
243327.8414337962,2234
215757.14152104934,2235
253163.95176043882,2236
314506.33557894273,2237
195060.04173596605,2238
111325.6932129895,2239
155575.5330642255,2240
156614.42564232807,2241
124687.58803116789,2242
133385.36979938604,2243
104914.79421411855,2244
101513.01438690933,2245
141082.09032290638,2246
118296.72918798593,2247
121433.79250515548,2248
120030.6712006581,2249
132907.8727856445,2250
108063.48338805536,2251
181534.8607593623,2252
154064.10316236672,2253
182459.00013206972,2254
185638.7540428401,2255
181001.151629187,2256
207977.28828425135,2257
163042.1104980791,2258
173676.16264340095,2259
159286.990162029,2260
197130.78760939432,2261
212570.4151196412,2262
379216.14735732076,2263
446716.21377623244,2264
175420.0968789708,2265
314497.5939994197,2266
363386.27327841986,2267
432017.4304058194,2268
152299.5682487673,2269
201754.2446387358,2270
216439.66988738772,2271
196630.47545576846,2272
164623.501407564,2273
179864.4385362151,2274
155480.80979373,2275
189287.69672765152,2276
183334.30010208278,2277
149902.08837181696,2278
125773.14170108372,2279
118860.3618160153,2280
162168.94114629642,2281
181902.95040310762,2282
109812.80482871554,2283
112866.42390373125,2284
142335.03333804576,2285
123607.79088714399,2286
371443.71913106175,2287
273414.43821149936,2288
369218.93576533324,2289
448416.68499503855,2290
337670.7703017023,2291
444817.517703106,2292
467570.86985806254,2293
404766.3349346137,2294
471720.6564823385,2295
279255.0163749641,2296
344700.9741136675,2297
336757.386018633,2298
352113.7546567699,2299
339829.03778541647,2300
313266.935803024,2301
249709.50345704364,2302
249028.6170830749,2303
254431.17094469443,2304
192420.09234737133,2305
187239.63522989012,2306
195142.47297954158,2307
228900.61407879982,2308
286110.1695662107,2309
212109.42107411116,2310
198669.86970063162,2311
177714.7763368466,2312
172387.00456639397,2313
173971.07247044804,2314
181998.1878706298,2315
193863.69827847762,2316
188549.96726646464,2317
178489.62294003728,2318
183353.13152211625,2319
188073.96124772713,2320
238528.10008267156,2321
178910.71383294766,2322
198527.40830795583,2323
181636.33515312464,2324
215196.10223294288,2325
177776.57791082293,2326
202921.2084112902,2327
222738.46631976453,2328
193015.82159023345,2329
180473.46184893115,2330
343085.3046744912,2331
403738.7919292548,2332
323456.0849604088,2333
258581.37554748246,2334
288763.93122383463,2335
310395.9105921491,2336
197681.15394237157,2337
265768.9380713443,2338
220678.16827044496,2339
390986.96038458776,2340
212729.52893235724,2341
238323.63648654908,2342
230732.94217468024,2343
213370.79445338677,2344
237846.1507825119,2345
213854.80075762927,2346
197031.7179898547,2347
242950.6617173157,2348
181636.20893454098,2349
313719.311889997,2350
254574.32801853388,2351
252493.34372904597,2352
235726.15662424665,2353
139980.54390592262,2354
147242.42052209255,2355
153717.20002275554,2356
189459.91182269424,2357
197129.60088427342,2358
134998.52514287212,2359
116182.7864244534,2360
146699.38101428468,2361
261324.3184304956,2362
138584.10774886265,2363
157451.67766575105,2364
215746.2134535932,2365
192844.853056235,2366
222065.3176585734,2367
212273.70899549636,2368
216523.16370747553,2369
170731.31523268344,2370
165024.4300132093,2371
191009.55853731718,2372
288510.8414125431,2373
319862.2570238659,2374
255794.0658498254,2375
271127.5190020319,2376
333510.53189039876,2377
145846.15107082366,2378
196234.73515608883,2379
149727.37607801697,2380
169567.58409270976,2381
216672.10731871368,2382
205396.51508331115,2383
244606.13996834285,2384
162738.33212785394,2385
134392.49844256314,2386
137265.2103293729,2387
104173.07927543158,2388
117725.71346422435,2389
149285.1018151763,2390
145430.18305451493,2391
114020.68804434303,2392
172966.84351943986,2393
143314.20788075533,2394
211302.9628477893,2395
143915.5659145738,2396
222105.65891402616,2397
134658.15585959266,2398
65031.73468306409,2399
62956.24421473674,2400
121917.44354069117,2401
137347.39366102283,2402
146782.64385028175,2403
153309.96546072623,2404
157992.54597999417,2405
140688.3648850958,2406
125040.54290114235,2407
149810.17116096918,2408
120608.53778828782,2409
174972.13073980802,2410
114468.58404796285,2411
157685.72148547572,2412
129666.6237366344,2413
157769.96262918875,2414
133387.99846596783,2415
129392.46706010931,2416
132198.11692579644,2417
131851.29097598017,2418
126838.36245102019,2419
122477.87916084404,2420
137613.25857674645,2421
108112.75603713977,2422
114441.45282453988,2423
165106.12717965269,2424
196328.04501603497,2425
131912.75604495645,2426
131701.9703202821,2427
182570.047505336,2428
113160.01950612332,2429
133650.20748966222,2430
108961.08098791953,2431
148536.70169923146,2432
148698.99828102745,2433
138165.20543802436,2434
152735.26404954825,2435
105482.42005701864,2436
102852.70295502603,2437
123361.28031888738,2438
103539.26243881199,2439
123360.39483669931,2440
95822.87637868333,2441
98799.58822586683,2442
126376.43647873576,2443
131982.93721573584,2444
86720.66131106774,2445
132520.03818882455,2446
182998.37849834672,2447
130166.0700155572,2448
111069.26456337953,2449
154422.4037434066,2450
117372.35297768212,2451
190645.31022148867,2452
93361.87837099693,2453
119718.64221114518,2454
121740.91019453728,2455
133483.83496932013,2456
137318.34026151744,2457
128269.15678791495,2458
107180.33545966515,2459
139532.6009682428,2460
126837.72054058692,2461
133848.26469447179,2462
124002.14340215603,2463
172128.80840027402,2464
142360.483003515,2465
116325.02092958833,2466
131575.9191474837,2467
80425.2816831647,2468
79268.4961952272,2469
192527.0737399576,2470
219756.57425630174,2471
164327.07795076497,2472
115906.45125083551,2473
74385.64864555589,2474
208741.305214995,2475
114673.00339832647,2476
126808.85418395275,2477
151923.66335916752,2478
105624.25296939873,2479
153730.92588944937,2480
119863.3083854151,2481
126827.08804346122,2482
111278.61520615654,2483
121570.31764114328,2484
123609.37090315901,2485
151714.38055236381,2486
163707.46035707288,2487
166886.87783985882,2488
157816.16029397963,2489
146977.7847172635,2490
93515.10903044335,2491
199205.52570865562,2492
155953.9335844483,2493
150663.46900665882,2494
89155.45705658002,2495
241793.1778804849,2496
151682.32595334508,2497
107989.30342725338,2498
86883.59898344515,2499
118974.18283236654,2500
134852.96044787497,2501
145327.83737484337,2502
93877.82810314483,2503
279974.86590965907,2504
226581.07671604073,2505
249967.3644433834,2506
278939.0932750624,2507
249873.8132629402,2508
216809.67376533514,2509
223264.3585384978,2510
175908.70625311043,2511
208680.50444807493,2512
222757.3591218605,2513
267524.00772870646,2514
151164.0373344256,2515
174111.996193522,2516
146794.8773398401,2517
157197.85002326925,2518
234245.54531645591,2519
221116.89430850238,2520
189055.10758775772,2521
221775.22986814694,2522
118051.33731497636,2523
133664.1081379291,2524
148186.83501511652,2525
137076.94837229175,2526
117176.93009494718,2527
128277.05648531955,2528
133270.0578338072,2529
125233.19596249194,2530
256726.38423906808,2531
223504.10314844514,2532
192975.30187239047,2533
237879.17948512957,2534
294541.6682112351,2535
233111.2466826118,2536
244908.9514506452,2537
182823.15152813742,2538
190353.79868366444,2539
175936.2405639622,2540
183504.8381361417,2541
163824.98003385542,2542
121666.08976268265,2543
121252.81207008578,2544
136126.53299876023,2545
121886.8393330309,2546
137419.77240011608,2547
148404.57855888043,2548
152982.31611813992,2549
532320.5118247068,2550
140279.21306494038,2551
128582.9080901897,2552
75694.90557089084,2553
94620.40869406905,2554
113069.73156246099,2555
97935.23626450312,2556
105258.95830091466,2557
145592.27020340814,2558
142587.3041216963,2559
155379.59517425665,2560
146942.1519730098,2561
138902.03425927262,2562
151123.85912500133,2563
199251.49992048935,2564
137608.60978855938,2565
153841.06334560958,2566
142703.22051598123,2567
202820.71628843297,2568
227854.37415360555,2569
117691.48008906253,2570
191545.54958167818,2571
155173.66815618682,2572
221705.96508409033,2573
441572.3174601101,2574
131566.24572714217,2575
117661.55235669602,2576
150666.69435512903,2577
83440.45053242471,2578
63369.53221242634,2579
87184.6373549283,2580
95208.9129161327,2581
99289.33605596586,2582
274190.29487405514,2583
171621.6928293325,2584
183229.0237590512,2585
222639.0783463033,2586
199795.0094206198,2587
138460.88183459765,2588
150919.27074067187,2589
201697.5273186082,2590
225112.32012104554,2591
209756.5223773228,2592
257266.07769884012,2593
184277.99748495428,2594
207677.33671782463,2595
287870.7178632591,2596
186355.5863009682,2597
281016.5854012562,2598
341523.5165087597,2599
258467.1042376007,2600
144761.28956330323,2601
85204.04784855383,2602
94013.11406154408,2603
90281.50361964761,2604
81663.39088369162,2605
144527.90461636614,2606
199401.3687180784,2607
199329.30793691066,2608
173448.60975944065,2609
108963.11346681674,2610
125632.72837822267,2611
162063.50689886024,2612
130386.69319518095,2613
124946.25366675916,2614
153405.8877112323,2615
144752.89175568253,2616
183593.95051017887,2617
194814.95608322663,2618
197521.06308630222,2619
188629.16586474213,2620
176101.052743099,2621
176895.49998287924,2622
241234.4777153525,2623
294451.64559089293,2624
295634.185129266,2625
173679.25814785121,2626
167690.20259646443,2627
482511.31895576074,2628
501906.5390545223,2629
387373.7125102601,2630
470590.19709362066,2631
415952.4572417922,2632
315724.43527316453,2633
432590.38063115615,2634
158880.15780202425,2635
174663.18181861308,2636
179215.69381927268,2637
255516.1068986769,2638
192143.6790073045,2639
151117.21167322574,2640
103684.65813952568,2641
185827.57139388545,2642
103956.42583768167,2643
117811.3679609099,2644
111518.39471470569,2645
96195.34313141824,2646
105158.39038311857,2647
140869.03165893175,2648
156027.53161207406,2649
136266.6503430604,2650
137973.0621189656,2651
400981.46870796767,2652
255620.35710879427,2653
252735.79310151795,2654
408553.30884725595,2655
322704.7572652077,2656
349941.7309347723,2657
309090.04590810474,2658
310116.82231107267,2659
365625.36210213235,2660
355803.71138589695,2661
365572.56640924385,2662
296097.6583739775,2663
278333.1632258933,2664
330944.4748394381,2665
283585.5433024651,2666
171214.3791426364,2667
